proba.conllu	COLUMNAE	LIS	victor	victa	dependens	caput	ante	aurum-casus	casus-victae	casus-victoris	aurum-deprel	aurum-caput-idem	caput-victoris-idem	clausula	primum-clausulae	nominativi	nominativi-certi	nominativi-concordes	accusativi-certi	genus-victae	numerus-capitis	persona-capitis	vox-capitis	numerus-victae	numerus-victoris	thesaurus	aurum-arcus	aurum-lectio	relatio-victae	relatio-victoris	ante-victoris	distantia-victae	distantia-victoris	lemma-capitis	sententia	dialectus	forma
proba.conllu	LIS	umbra-subiectum-praecedente-proximo	umbra-obiectum-verbi-praecedente-proximo	bellum	videt	1	accusativus	accusativus	nominativus	obj	1	1	0	1	1	1	1	0	neutrum	singularis	III	activa	pluralis	singularis	la_circse	idem	victa	obiectum-verbi	subiectum	1	1	1	video	s1	classicus	versus
proba.conllu	LIS	umbra-subiectum-praecedente-proximo	umbra-obiectum-verbi-praecedente-proximo	bellum	videt	1	accusativus	accusativus	nominativus	obj	1	1	0	1	1	1	1	0	neutrum	singularis	III	activa	pluralis	singularis	la_circse	idem	victa	obiectum-verbi	subiectum	1	1	1	video	s2	classicus	versus
proba.conllu	LIS	umbra-subiectum-praecedente-proximo	umbra-obiectum-verbi-praecedente-proximo	bellum	videt	1	accusativus	accusativus	nominativus	obj	1	1	0	1	1	1	1	0	neutrum	singularis	III	activa	singularis	singularis	la_circse	idem	victor	obiectum-verbi	subiectum	1	1	1	video	s3	classicus	versus
proba.conllu	LIS	umbra-subiectum-praecedente-proximo	umbra-obiectum-verbi-praecedente-proximo	bellum	videt	1	accusativus	accusativus	nominativus	obj	0	1	0	1	1	1	1	0	neutrum	singularis	III	activa	pluralis	singularis	la_circse	idem	victa	obiectum-verbi	subiectum	1	1	1	video	s4	classicus	versus
proba.conllu	LIS	umbra-subiectum-praecedente-proximo	umbra-obiectum-verbi-praecedente-proximo	bellum	videt	1	accusativus	accusativus	nominativus	obj	1	1	0	1	1	1	1	0	neutrum	pluralis	III	activa	pluralis	pluralis	la_circse	idem	victor	obiectum-verbi	subiectum	1	1	1	video	s5	classicus	versus
proba.conllu	LIS	umbra-subiectum-praecedente-proximo	umbra-obiectum-verbi-praecedente-proximo	bellum	videt	1	accusativus	accusativus	nominativus	obj	1	1	0	1	1	1	1	0	neutrum	pluralis	III	activa	pluralis	pluralis	la_circse	idem	victor	obiectum-verbi	subiectum	1	1	1	video	s6	classicus	versus
proba.conllu	LIS	umbra-subiectum-praecedente-proximo	umbra-obiectum-verbi-praecedente-proximo	bellum	videt	1	accusativus	accusativus	nominativus	obj	1	1	0	1	1	1	1	0	neutrum	singularis	III	activa	singularis	singularis	la_llct	idem	victa	obiectum-verbi	subiectum	1	1	1	video	s7	medius	prosa
proba.conllu	LIS	umbra-subiectum-praecedente-proximo	umbra-obiectum-verbi-praecedente-proximo	bellum	videt	1	accusativus	accusativus	nominativus	obj	1	1	0	1	1	1	1	0	neutrum	singularis	III	activa	pluralis	singularis	la_llct	idem	victa	obiectum-verbi	subiectum	1	1	1	video	s8	medius	prosa
proba.conllu	LIS	umbra-subiectum-praecedente-proximo	umbra-obiectum-verbi-praecedente-proximo	bellum	videt	1	accusativus	accusativus	nominativus	obj	1	1	0	1	1	1	1	0	neutrum	singularis	III	activa	singularis	singularis	la_llct	idem	neutra	obiectum-verbi	subiectum	1	1	1	video	s9	medius	prosa
proba.conllu	LIS	umbra-subiectum-praecedente-proximo	umbra-obiectum-verbi-praecedente-proximo	bellum	videt	1	accusativus	accusativus	nominativus	obj	1	1	0	1	1	1	1	0	neutrum	singularis	III	activa	singularis	singularis	la_llct	idem	victor	obiectum-verbi	subiectum	1	1	1	video	s10	medius	prosa
proba.conllu	LIS	umbra-subiectum-praecedente-proximo	umbra-obiectum-verbi-praecedente-proximo	bellum	videt	1	accusativus	accusativus	nominativus	obj	1	1	0	1	1	1	1	0	neutrum	pluralis	III	activa	pluralis	pluralis	la_llct	idem	victa	obiectum-verbi	subiectum	1	1	1	video	s11	medius	prosa
proba.conllu	LIS	umbra-subiectum-praecedente-proximo	umbra-obiectum-verbi-praecedente-proximo	bellum	videt	1	accusativus	accusativus	nominativus	obj	1	1	0	1	1	1	1	0	neutrum	pluralis	III	activa	singularis	pluralis	la_llct	ignotum	ignotum	obiectum-verbi	subiectum	1	1	1	video	s12	medius	prosa
proba.conllu	LIS	umbra-subiectum-praecedente-proximo	umbra-obiectum-verbi-praecedente-proximo	bellum	videt	1	accusativus	accusativus	nominativus	obj	1	1	0	1	1	1	1	0	neutrum	pluralis	III	activa	singularis	pluralis	la_llct	idem	ignotum	obiectum-verbi	subiectum	1	1	1	video	s13	medius	prosa
