.claude/hooks/canon-custos.sh	50	21	50	24	1988	1991	erratum	lint:nt-aequalitas	'-nt' aequalitatem perdit: in eodem secundo opus TACITE omittitur		
.claude/hooks/canon-custos.sh	50	21	50	24	1988	1991	erratum	lint:nt-negata	nt-negata		
briar/arbor.sh	28	34	28	37	1113	1116	erratum	lint:nt-aequalitas	'-nt' aequalitatem perdit: in eodem secundo opus TACITE omittitur		
briar/arbor.sh	28	34	28	37	1113	1116	erratum	lint:nt-negata	nt-negata		
briar/compile_probationes.sh	140	49	140	52	4766	4769	erratum	lint:nt-aequalitas	'-nt' aequalitatem perdit: in eodem secundo opus TACITE omittitur		
briar/compile_probationes.sh	156	43	156	46	5600	5603	erratum	lint:nt-aequalitas	'-nt' aequalitatem perdit: in eodem secundo opus TACITE omittitur		
briar/compile_probationes.sh	156	43	156	46	5600	5603	erratum	lint:nt-negata	nt-negata		
briar/compile_probationes.sh	165	38	165	41	5807	5810	erratum	lint:nt-aequalitas	'-nt' aequalitatem perdit: in eodem secundo opus TACITE omittitur		
briar/compile_probationes.sh	165	38	165	41	5807	5810	erratum	lint:nt-negata	nt-negata		
briar/compile_probationes.sh	180	34	180	37	6464	6467	erratum	lint:nt-aequalitas	'-nt' aequalitatem perdit: in eodem secundo opus TACITE omittitur		
briar/compile_probationes.sh	180	34	180	37	6464	6467	erratum	lint:nt-negata	nt-negata		
briar/compile_probationes.sh	192	34	192	37	6899	6902	erratum	lint:nt-aequalitas	'-nt' aequalitatem perdit: in eodem secundo opus TACITE omittitur		
briar/compile_probationes.sh	192	34	192	37	6899	6902	erratum	lint:nt-negata	nt-negata		
briar/compile_probationes.sh	206	38	206	41	7387	7390	erratum	lint:nt-aequalitas	'-nt' aequalitatem perdit: in eodem secundo opus TACITE omittitur		
briar/compile_probationes.sh	206	38	206	41	7387	7390	erratum	lint:nt-negata	nt-negata		
briar/compile_probationes.sh	218	38	218	41	7860	7863	erratum	lint:nt-aequalitas	'-nt' aequalitatem perdit: in eodem secundo opus TACITE omittitur		
briar/compile_probationes.sh	218	38	218	41	7860	7863	erratum	lint:nt-negata	nt-negata		
briar/compile_probationes.sh	230	34	230	37	8295	8298	erratum	lint:nt-aequalitas	'-nt' aequalitatem perdit: in eodem secundo opus TACITE omittitur		
briar/compile_probationes.sh	230	34	230	37	8295	8298	erratum	lint:nt-negata	nt-negata		
briar/compile_probationes.sh	241	38	241	41	8673	8676	erratum	lint:nt-aequalitas	'-nt' aequalitatem perdit: in eodem secundo opus TACITE omittitur		
briar/compile_probationes.sh	241	38	241	41	8673	8676	erratum	lint:nt-negata	nt-negata		
briar/compile_probationes.sh	256	38	256	41	9267	9270	erratum	lint:nt-aequalitas	'-nt' aequalitatem perdit: in eodem secundo opus TACITE omittitur		
briar/compile_probationes.sh	256	38	256	41	9267	9270	erratum	lint:nt-negata	nt-negata		
briar/computus.sh	28	34	28	37	989	992	erratum	lint:nt-aequalitas	'-nt' aequalitatem perdit: in eodem secundo opus TACITE omittitur		
briar/computus.sh	28	34	28	37	989	992	erratum	lint:nt-negata	nt-negata		
briar/fabrica.sh	28	34	28	37	1198	1201	erratum	lint:nt-aequalitas	'-nt' aequalitatem perdit: in eodem secundo opus TACITE omittitur		
briar/fabrica.sh	28	34	28	37	1198	1201	erratum	lint:nt-negata	nt-negata		
